1,20250802,1,1,9,2,36.0
2,20230403,2,4,18,1,42.0
3,20250424,4,2,1,1,22.0
4,20230324,2,17,20,1,28.0
5,20250223,2,18,14,2,48.0
6,20240708,5,9,1,2,84.0
7,20251130,4,11,9,2,56.0
8,20230317,3,4,3,4,168.0
9,20220718,3,12,20,3,75.0
10,20220330,4,18,4,4,96.0
11,20220611,5,10,20,3,135.0
12,20250328,2,3,2,2,64.0
13,20230816,1,8,4,4,140.0
14,20230724,4,12,6,3,75.0
15,20231229,2,9,3,5,210.0
16,20250724,2,18,8,2,48.0
17,20240804,4,9,18,2,84.0
18,20251103,3,2,8,1,22.0
19,20231009,4,9,3,2,84.0
20,20250307,3,7,16,4,272.0
21,20250809,4,5,9,2,90.0
22,20230521,5,18,9,5,120.0
23,20240527,5,13,12,2,44.0
24,20221011,5,16,3,1,8.0
25,20220813,2,6,14,5,425.0
26,20220511,4,13,20,4,88.0
27,20241219,3,18,1,1,24.0
28,20251028,5,9,11,1,42.0
29,20230825,4,6,15,1,85.0
30,20230624,5,6,17,1,85.0
31,20250704,3,17,20,2,56.0
32,20221110,3,6,18,5,425.0
33,20220102,5,11,16,1,28.0
34,20220818,3,10,8,1,45.0
35,20230509,5,3,3,4,128.0
36,20220522,5,5,5,4,180.0
37,20250130,2,9,17,5,210.0
38,20240516,2,18,7,3,72.0
39,20240328,3,15,17,4,32.0
40,20220905,2,8,3,3,105.0
41,20220213,5,18,8,5,120.0
42,20230328,1,3,2,2,64.0
43,20220519,1,11,3,5,140.0
44,20230503,3,16,7,5,40.0
45,20220928,5,16,8,4,32.0
46,20240413,2,4,4,4,168.0
47,20231227,4,14,15,1,18.0
48,20251011,1,2,13,3,66.0
49,20220812,2,7,7,5,340.0
50,20240707,2,14,6,3,54.0
51,20240805,2,3,15,5,160.0
52,20220720,1,18,1,1,24.0
53,20230430,2,14,16,4,72.0
54,20230314,4,2,6,4,88.0
55,20220105,4,9,15,3,126.0
56,20240516,5,16,5,2,16.0
57,20230831,2,2,19,5,110.0
58,20220505,3,2,2,5,110.0
59,20240903,5,17,6,1,28.0
60,20241106,1,6,3,5,425.0
61,20220520,2,13,4,5,110.0
62,20230520,5,2,20,1,22.0
63,20240508,5,17,11,3,84.0
64,20230223,3,8,9,4,140.0
65,20220926,3,15,11,1,8.0
66,20220120,4,4,3,5,210.0
67,20230313,5,9,5,3,126.0
68,20220521,2,12,10,2,50.0
69,20240616,5,10,20,5,225.0
70,20220117,5,10,4,2,90.0
71,20230626,1,4,18,2,84.0
72,20230712,3,7,11,2,136.0
73,20251108,3,17,16,3,84.0
74,20220415,1,14,9,1,18.0
75,20220108,3,5,9,2,90.0
76,20240623,5,14,18,1,18.0
77,20220818,1,5,18,1,45.0
78,20240127,5,18,5,4,96.0
79,20220919,1,10,12,1,45.0
80,20240103,2,8,4,3,105.0
81,20250220,4,5,8,2,90.0
82,20221229,4,1,6,3,54.0
83,20240423,2,9,6,1,42.0
84,20240223,1,16,8,2,16.0
85,20240731,3,10,8,2,90.0
86,20220218,2,13,11,3,66.0
87,20220523,3,12,17,4,100.0
88,20251023,5,11,1,1,28.0
89,20230619,2,9,2,1,42.0
90,20250506,4,12,11,4,100.0
91,20250526,5,4,13,5,210.0
92,20230125,3,2,14,1,22.0
93,20241130,5,7,12,4,272.0
94,20220524,3,11,4,3,84.0
95,20241104,3,14,11,4,72.0
96,20251128,3,18,5,2,48.0
97,20240511,4,6,20,5,425.0
98,20230909,4,18,1,3,72.0
99,20230811,2,14,19,5,90.0
100,20250902,3,15,15,4,32.0
101,20251015,2,17,16,2,56.0
102,20250911,1,10,17,5,225.0
103,20231118,1,8,10,2,70.0
104,20230212,2,1,2,2,36.0
105,20240831,5,3,15,4,128.0
106,20250713,5,7,13,4,272.0
107,20240329,2,5,1,1,45.0
108,20240520,2,6,17,4,340.0
109,20220413,5,8,4,4,140.0
110,20221001,4,17,18,5,140.0
111,20231012,4,17,14,5,140.0
112,20240702,2,16,15,3,24.0
113,20230522,3,17,16,2,56.0
114,20230717,4,3,10,2,64.0
115,20230711,3,11,18,1,28.0
116,20221011,2,8,13,2,70.0
117,20251217,2,3,14,4,128.0
118,20231109,5,15,14,1,8.0
119,20230228,4,13,19,1,22.0
120,20250325,4,16,1,3,24.0
121,20230904,4,14,18,5,90.0
122,20250520,2,16,8,3,24.0
123,20240611,4,1,13,3,54.0
124,20251001,4,6,15,2,170.0
125,20250628,5,1,13,5,90.0
126,20250301,1,3,14,2,64.0
127,20240803,2,2,9,4,88.0
128,20231102,2,15,11,3,24.0
129,20240216,3,14,9,1,18.0
130,20240821,1,18,2,3,72.0
131,20230405,1,2,1,2,44.0
132,20230213,1,5,8,2,90.0
133,20240827,1,7,15,3,204.0
134,20240126,2,4,6,3,126.0
135,20220810,5,1,10,5,90.0
136,20251019,4,13,7,1,22.0
137,20250427,2,4,10,5,210.0
138,20220905,5,2,12,5,110.0
139,20240527,3,3,17,3,96.0
140,20220126,4,16,4,4,32.0
141,20240112,4,5,14,2,90.0
142,20241204,3,18,16,4,96.0
143,20240611,5,9,11,2,84.0
144,20220627,3,15,8,4,32.0
145,20250313,5,13,11,1,22.0
146,20241009,3,6,16,2,170.0
147,20231228,3,11,9,5,140.0
148,20251207,3,18,1,5,120.0
149,20230127,1,8,14,4,140.0
150,20250211,2,16,16,4,32.0
151,20220205,1,10,8,4,180.0
152,20251117,2,10,19,3,135.0
153,20240827,5,17,12,4,112.0
154,20250201,3,12,15,3,75.0
155,20230920,3,8,4,2,70.0
156,20231009,1,18,6,2,48.0
157,20230320,4,9,19,5,210.0
158,20250507,3,4,7,3,126.0
159,20230411,3,6,10,1,85.0
160,20251221,5,5,9,1,45.0
161,20220422,5,10,5,4,180.0
162,20220730,1,10,16,4,180.0
163,20240621,3,6,2,3,255.0
164,20240905,1,3,13,4,128.0
165,20220601,5,2,5,2,44.0
166,20250226,3,3,8,1,32.0
167,20250216,4,8,17,4,140.0
168,20240711,4,10,19,4,180.0
169,20230918,5,2,20,1,22.0
170,20230302,2,9,3,2,84.0
171,20230507,2,18,3,2,48.0
172,20220106,4,15,20,4,32.0
173,20230820,1,8,10,3,105.0
174,20251210,4,3,8,3,96.0
175,20250704,5,7,14,1,68.0
176,20250120,2,5,9,2,90.0
177,20220527,1,6,10,5,425.0
178,20250311,3,15,4,4,32.0
179,20251111,3,13,9,5,110.0
180,20250110,4,15,3,5,40.0
181,20220323,4,11,20,3,84.0
182,20220222,1,8,19,5,175.0
183,20220212,3,2,6,4,88.0
184,20241128,4,9,6,5,210.0
185,20240611,4,3,16,3,96.0
186,20240416,3,11,4,2,56.0
187,20231107,4,16,10,4,32.0
188,20250131,1,15,3,3,24.0
189,20230601,3,4,13,5,210.0
190,20220103,5,15,14,1,8.0
191,20230120,5,12,20,4,100.0
192,20250704,4,2,7,3,66.0
193,20250129,2,10,15,4,180.0
194,20220906,1,8,6,3,105.0
195,20250202,1,18,14,1,24.0
196,20230406,1,15,4,2,16.0
197,20241017,3,17,9,4,112.0
198,20240915,4,8,15,5,175.0
199,20221024,4,7,20,5,340.0
200,20221007,1,9,14,3,126.0
201,20241105,3,1,10,3,54.0
202,20250417,5,16,5,4,32.0
203,20250108,4,12,11,5,125.0
204,20250117,4,15,11,2,16.0
205,20251129,2,13,8,4,88.0
206,20220331,3,16,13,4,32.0
207,20250921,2,16,2,2,16.0
208,20241025,5,11,4,4,112.0
209,20220724,5,15,1,2,16.0
210,20240419,2,3,16,3,96.0
211,20231125,5,13,3,3,66.0
212,20251013,5,13,11,4,88.0
213,20250113,1,3,8,3,96.0
214,20230411,1,14,4,1,18.0
215,20240627,2,10,1,1,45.0
216,20231027,1,10,12,3,135.0
217,20240601,2,8,17,4,140.0
218,20250305,2,6,6,1,85.0
219,20250602,4,8,16,5,175.0
220,20221021,2,15,9,4,32.0
221,20230607,1,15,10,5,40.0
222,20221120,1,15,12,5,40.0
223,20230905,4,9,15,3,126.0
224,20230212,4,16,4,2,16.0
225,20240221,5,12,19,3,75.0
226,20251203,3,1,13,3,54.0
227,20220117,5,2,20,4,88.0
228,20230810,2,12,8,2,50.0
229,20250625,3,5,4,1,45.0
230,20230925,4,2,19,3,66.0
231,20220927,1,10,11,4,180.0
232,20221226,2,5,18,3,135.0
233,20241223,5,9,6,3,126.0
234,20240913,3,11,4,4,112.0
235,20220604,2,8,13,5,175.0
236,20240120,1,13,1,3,66.0
237,20250103,1,15,12,3,24.0
238,20250412,4,12,4,2,50.0
239,20240823,1,18,11,5,120.0
240,20230330,1,15,10,4,32.0
241,20220827,2,2,2,3,66.0
242,20241005,1,4,8,5,210.0
243,20221005,4,15,12,5,40.0
244,20240508,5,5,14,1,45.0
245,20240929,5,14,9,1,18.0
246,20251114,3,7,15,4,272.0
247,20230429,3,4,12,5,210.0
248,20250813,3,2,13,3,66.0
249,20230124,1,15,3,2,16.0
250,20250807,5,1,2,3,54.0
251,20230514,2,7,3,5,340.0
252,20230301,5,7,8,3,204.0
253,20221030,5,1,9,2,36.0
254,20220924,5,9,6,1,42.0
255,20250915,1,5,1,3,135.0
256,20230503,5,11,1,2,56.0
257,20230628,1,5,14,5,225.0
258,20220821,1,16,15,3,24.0
259,20241117,5,4,15,5,210.0
260,20230330,5,2,17,3,66.0
261,20240727,1,2,16,4,88.0
262,20240523,1,16,15,1,8.0
263,20220615,3,5,3,2,90.0
264,20230718,5,18,11,4,96.0
265,20250508,5,10,15,5,225.0
266,20250524,4,4,4,5,210.0
267,20230317,4,15,8,4,32.0
268,20231126,4,13,14,1,22.0
269,20231003,4,11,9,3,84.0
270,20221109,4,3,3,1,32.0
271,20220710,4,4,12,2,84.0
272,20250213,1,18,18,3,72.0
273,20251004,1,14,12,4,72.0
274,20220416,3,10,12,1,45.0
275,20250329,5,7,5,4,272.0
276,20230405,1,12,18,3,75.0
277,20220824,3,8,14,5,175.0
278,20250627,5,18,1,5,120.0
279,20250909,3,1,6,3,54.0
280,20251210,3,11,12,1,28.0
281,20230107,2,13,3,2,44.0
282,20250720,1,3,17,2,64.0
283,20240210,4,15,11,2,16.0
284,20240128,3,11,19,5,140.0
285,20220623,1,5,6,5,225.0
286,20220412,1,9,15,4,168.0
287,20240921,5,15,14,3,24.0
288,20230318,5,4,12,4,168.0
289,20220816,3,16,17,3,24.0
290,20220404,2,13,20,1,22.0
291,20220116,2,10,7,2,90.0
292,20230608,3,11,4,1,28.0
293,20241015,4,6,5,4,340.0
294,20241226,2,17,18,3,84.0
295,20220528,4,2,14,1,22.0
296,20240730,1,11,19,4,112.0
297,20250320,4,14,10,1,18.0
298,20240409,1,11,6,5,140.0
299,20240731,3,3,14,1,32.0
300,20230514,4,13,17,1,22.0
301,20240321,3,11,8,3,84.0
302,20221211,1,17,4,5,140.0
303,20241110,2,12,12,2,50.0
304,20230429,1,5,9,2,90.0
305,20221222,5,5,3,2,90.0
306,20250710,4,15,19,5,40.0
307,20240708,5,11,11,2,56.0
308,20240619,1,16,15,3,24.0
309,20230717,5,2,12,5,110.0
310,20220601,3,15,15,1,8.0
311,20220427,3,10,3,1,45.0
312,20250613,5,17,13,4,112.0
313,20250403,5,2,15,5,110.0
314,20250827,2,11,20,4,112.0
315,20241023,2,2,15,1,22.0
316,20231205,1,17,6,1,28.0
317,20230523,4,15,17,5,40.0
318,20250602,2,12,12,3,75.0
319,20240304,4,11,20,1,28.0
320,20250716,3,3,11,1,32.0
321,20250216,4,10,9,5,225.0
322,20221104,3,3,19,2,64.0
323,20231218,3,13,5,5,110.0
324,20251222,1,10,18,4,180.0
325,20250810,3,5,17,1,45.0
326,20250816,4,17,12,1,28.0
327,20240113,3,6,7,3,255.0
328,20240922,2,8,5,2,70.0
329,20220608,3,4,17,5,210.0
330,20241214,1,11,20,2,56.0
331,20250508,4,5,6,2,90.0
332,20251119,5,6,15,1,85.0
333,20240421,3,8,15,5,175.0
334,20230807,4,8,18,2,70.0
335,20230926,4,7,12,5,340.0
336,20240621,4,10,13,5,225.0
337,20241216,4,6,7,5,425.0
338,20221011,3,2,16,3,66.0
339,20250209,1,17,4,3,84.0
340,20220621,2,9,15,5,210.0
341,20221029,4,3,8,4,128.0
342,20231217,1,14,2,4,72.0
343,20241025,3,8,13,1,35.0
344,20240207,2,1,11,1,18.0
345,20250824,3,5,5,1,45.0
346,20230811,4,5,16,4,180.0
347,20250614,1,3,1,3,96.0
348,20230318,2,18,20,5,120.0
349,20240516,1,10,8,3,135.0
350,20220907,1,8,14,5,175.0
351,20240725,1,4,16,5,210.0
352,20250102,1,17,19,2,56.0
353,20221022,3,14,1,5,90.0
354,20231224,2,14,6,1,18.0
355,20241208,3,3,17,5,160.0
356,20241105,5,18,1,4,96.0
357,20240820,1,13,12,3,66.0
358,20220203,3,3,12,2,64.0
359,20250907,1,11,5,1,28.0
360,20231223,5,11,6,4,112.0
361,20251125,4,6,5,1,85.0
362,20240726,1,10,7,1,45.0
363,20230213,1,11,10,5,140.0
364,20240326,5,16,9,1,8.0
365,20250817,2,10,12,1,45.0
366,20250904,3,9,4,3,126.0
367,20240613,4,15,13,3,24.0
368,20230118,4,16,12,5,40.0
369,20230701,1,14,3,4,72.0
370,20250518,2,18,10,3,72.0
371,20220730,1,11,10,3,84.0
372,20240702,5,14,6,4,72.0
373,20231221,4,2,12,5,110.0
374,20240609,3,2,3,4,88.0
375,20240115,5,6,1,2,170.0
376,20250529,4,2,5,1,22.0
377,20230429,3,12,13,5,125.0
378,20220308,5,5,15,3,135.0
379,20240201,4,3,19,2,64.0
380,20241220,3,13,11,3,66.0
381,20230527,1,1,6,4,72.0
382,20241126,4,18,4,3,72.0
383,20230618,4,7,20,3,204.0
384,20251122,4,7,4,2,136.0
385,20220601,4,6,15,1,85.0
386,20251028,3,12,3,5,125.0
387,20250115,3,10,6,2,90.0
388,20240111,5,8,4,2,70.0
389,20221012,2,16,1,3,24.0
390,20250208,5,12,15,5,125.0
391,20220923,5,3,3,3,96.0
392,20240326,4,17,14,4,112.0
393,20250323,1,5,11,1,45.0
394,20240710,4,17,12,2,56.0
395,20250203,5,6,5,4,340.0
396,20241026,1,4,17,2,84.0
397,20230915,2,6,11,2,170.0
398,20231210,5,10,3,3,135.0
399,20230207,5,9,5,3,126.0
400,20250612,5,3,17,2,64.0
401,20250427,5,5,6,5,225.0
402,20250524,3,2,1,1,22.0
403,20220404,5,9,7,5,210.0
404,20240503,5,1,16,5,90.0
405,20230817,3,16,8,4,32.0
406,20230902,4,3,2,2,64.0
407,20240619,4,16,15,2,16.0
